1. 四则运算题目1:  41 * 37/42
543. 四则运算题目543:  34 / 84 + 82'53/76
544. 四则运算题目544:  73 - 9'71/85
545. 四则运算题目545:  (48 + 14) / 40 * 1
546. 四则运算题目546:  10 / 32/34 - 74/85
547. 四则运算题目547:  53 / 41/66 - 23 * 47/48
548. 四则运算题目548:  32 + 65
549. 四则运算题目549:  66 + 47/85 / 25/30
550. 四则运算题目550:  84 / (30 * 40) / 95
551. 四则运算题目551:  13 + 86/97 / 81
552. 四则运算题目552:  (19 / 1'22/72) - 7/29
553. 四则运算题目553:  (3 - 22/86) - 2/11 - 1/51
554. 四则运算题目554:  (91 / 26/48) * 33/42
555. 四则运算题目555:  69 * 49 * 62
556. 四则运算题目556:  67 / 13/76
557. 四则运算题目557:  79 / 34 * 53 / 34'24/89
558. 四则运算题目558:  33 + 4/15
559. 四则运算题目559:  5 - 3/15 + 42
560. 四则运算题目560:  64 * 1/31 * 64'15/24
561. 四则运算题目561:  (69 / 61) - 40/76 / 86
562. 四则运算题目562:  (66 * 40'39/74) / 48'45/50 + 94'11/64
563. 四则运算题目563:  70 / 2 * 4'35/73
564. 四则运算题目564:  50 + 19/32
565. 四则运算题目565:  (8 / 65/73) - 22/24
566. 四则运算题目566:  39 + 38'3/5 + 5/8
567. 四则运算题目567:  56 / 28 / 68
568. 四则运算题目568:  (36 - 12/48) * 20 * 53
569. 四则运算题目569:  52 * 2/5 + 52/60
570. 四则运算题目570:  (64 + 18) + 62 - 5'24/43
571. 四则运算题目571:  50 / 61'35/52 / 24 * 25/49
572. 四则运算题目572:  24 * 34
573. 四则运算题目573:  (20 * 18/55) + 68/71
574. 四则运算题目574:  78 + 18
575. 四则运算题目575:  (48 * 52'15/81) + 74'5/62
576. 四则运算题目576:  38 / 2/6
577. 四则运算题目577:  29 * 76 / 20/43
578. 四则运算题目578:  53 + 35/53 * 18'4/35
579. 四则运算题目579:  41 + 6/15
580. 四则运算题目580:  (51 * 92) / 49'32/43 - 8/11
581. 四则运算题目581:  (96 * 66) * 40
582. 四则运算题目582:  (87 * 1/2) * 24 + 94
583. 四则运算题目583:  38 * 42'22/74
584. 四则运算题目584:  (33 * 21) - 15/49 * 36
585. 四则运算题目585:  80 * 25/68
586. 四则运算题目586:  43 * 1/3 * 22/56
587. 四则运算题目587:  41 / 55'32/78 / 3/28 * 12'23/27
588. 四则运算题目588:  22 + 99 - 98'7/10
589. 四则运算题目589:  84 / 6/17 - 51/89
590. 四则运算题目590:  99 * 45'9/60
591. 四则运算题目591:  (30 * 7'19/24) + 1/50 * 83
592. 四则运算题目592:  93 / 72/85 * 84 - 42'5/59
593. 四则运算题目593:  75 * 16/19
594. 四则运算题目594:  87 / 50'4/9 - 93'3/17 / 82
595. 四则运算题目595:  78 / 21
596. 四则运算题目596:  14 + 80'37/60
597. 四则运算题目597:  22 + 19/52
598. 四则运算题目598:  (26 / 4/9) + 68 * 7'22/39
599. 四则运算题目599:  50 / (9/16 / 92'24/34) * 1/37
600. 四则运算题目600:  (68 * 94'3/61) / 41
601. 四则运算题目601:  (60 - 23'11/48) + 14/19
602. 四则运算题目602:  61 * 54/97 + 22/70
603. 四则运算题目603:  30 * (82'20/56 - 29/40) / 37
604. 四则运算题目604:  56 - 14/88 + 7'10/11 * 79
605. 四则运算题目605:  13 + 16/37 / 18/52 / 78'16/61
606. 四则运算题目606:  51 * 20/61
607. 四则运算题目607:  (82 + 44/45) + 50/69 / 85
608. 四则运算题目608:  62 + 20/26 / 12/32 / 35'16/19
609. 四则运算题目609:  22 / 65'53/63
610. 四则运算题目610:  15 / 95 / 18/61
611. 四则运算题目611:  61 + 9
612. 四则运算题目612:  94 + 57'10/40
613. 四则运算题目613:  42 / 4/36
614. 四则运算题目614:  10 / 57'1/36
615. 四则运算题目615:  15 + 98'25/70 - 76'70/78 - 32/94
616. 四则运算题目616:  28 + 20 - 14/16
617. 四则运算题目617:  18 - 54/86 / 11/12
618. 四则运算题目618:  62 - 4'29/57 / 95'43/60
619. 四则运算题目619:  26 + 2'23/92 / 69 - 23'4/5
620. 四则运算题目620:  (19 * 44) - 99 + 90'25/56
621. 四则运算题目621:  20 / 12/60
622. 四则运算题目622:  37 * 65
623. 四则运算题目623:  8 / 84'55/70 + 2/19 / 21/36
624. 四则运算题目624:  96 - 88
625. 四则运算题目625:  48 + 28/46
626. 四则运算题目626:  33 / 80 / 18'5/6
627. 四则运算题目627:  81 * (6/69 + 24/73) + 99
628. 四则运算题目628:  50 * 49/52 / 67
629. 四则运算题目629:  3 * 51'38/42 * 66
630. 四则运算题目630:  54 + 39'19/81
631. 四则运算题目631:  6 * 79 / 52'3/11
632. 四则运算题目632:  88 / 38/48 + 6
633. 四则运算题目633:  17 - 8/18
634. 四则运算题目634:  (26 / 6) / 35/65
635. 四则运算题目635:  68 * (62'15/54 * 93'1/6) - 1/6
636. 四则运算题目636:  77 / 80 / 75'16/50 + 15/54
637. 四则运算题目637:  84 * 58
638. 四则运算题目638:  59 / (84 * 6/53) / 63
639. 四则运算题目639:  70 * 34/36
640. 四则运算题目640:  5 / 2
641. 四则运算题目641:  51 * 64 - 93
642. 四则运算题目642:  80 + 81
643. 四则运算题目643:  17 * 81'9/61
644. 四则运算题目644:  31 - 17 / 40
645. 四则运算题目645:  (62 + 90) * 89/90 - 66'31/59
646. 四则运算题目646:  44 / 18 + 3/6
647. 四则运算题目647:  41 + 23
648. 四则运算题目648:  29 / (24/72 * 85) / 6/41
649. 四则运算题目649:  1 * (35 / 13/64) - 39
650. 四则运算题目650:  48 * 85 - 98'2/4
651. 四则运算题目651:  97 - 8'54/87
652. 四则运算题目652:  60 / (93'39/56 * 48) / 97'1/4
653. 四则运算题目653:  1 - 43/53
654. 四则运算题目654:  3 + 2'49/78
655. 四则运算题目655:  71 / 46
656. 四则运算题目656:  25 + 78'23/87 + 60/92
657. 四则运算题目657:  62 + 1/5 + 20'7/52
658. 四则运算题目658:  26 + 29'17/42 - 13
659. 四则运算题目659:  (72 / 64) / 14/62
660. 四则运算题目660:  39 + 98
661. 四则运算题目661:  36 / 68
662. 四则运算题目662:  5 + 65'4/10 / 25/85
663. 四则运算题目663:  43 / 27
664. 四则运算题目664:  (33 * 6/13) / 3
665. 四则运算题目665:  77 + 50'7/54 / 89 * 43/48
666. 四则运算题目666:  92 / 94
667. 四则运算题目667:  73 / 1/13 * 62'2/4
668. 四则运算题目668:  65 / 41'55/71
669. 四则运算题目669:  12 * 75 + 98 + 15/36
670. 四则运算题目670:  73 + 26 - 26
671. 四则运算题目671:  71 / 86 * 18/26 + 86
672. 四则运算题目672:  (66 - 63/83) / 70'1/67
673. 四则运算题目673:  57 * 99
674. 四则运算题目674:  86 - 6/42 * 23'2/6
675. 四则运算题目675:  99 * 14'14/23 / 18/38
676. 四则运算题目676:  58 + 13 / 23/29 / 49
677. 四则运算题目677:  32 / 1/2 / 6/37 / 41/72
678. 四则运算题目678:  99 * 68 / 18/49 - 77'15/18
679. 四则运算题目679:  11 / 68/78 / 92'15/87
680. 四则运算题目680:  91 - 54'61/84
681. 四则运算题目681:  40 - 20/22 + 15/86
682. 四则运算题目682:  23 + (64 * 13/61) * 6'2/36
683. 四则运算题目683:  (29 + 64) / 31 * 35
684. 四则运算题目684:  99 * 61/70 / 88 + 55'14/28
685. 四则运算题目685:  56 + 21/23
686. 四则运算题目686:  (79 * 15'38/96) * 11 - 69'44/77
687. 四则运算题目687:  80 * 12/93
688. 四则运算题目688:  71 * 44'79/87 / 12'16/18
689. 四则运算题目689:  (72 - 32/88) * 54 * 86'10/25
690. 四则运算题目690:  99 + 59/66 + 1/9
691. 四则运算题目691:  (4 - 7/17) / 7'21/93 + 11/76
692. 四则运算题目692:  35 / 47'12/18 * 56 / 63/66
693. 四则运算题目693:  83 + 91'23/59 * 23/86
694. 四则运算题目694:  27 / 2/3 + 41
695. 四则运算题目695:  50 / 93 / 36/38 / 29
696. 四则运算题目696:  (27 - 9/59) / 41 + 25/42
697. 四则运算题目697:  81 * 36/72
698. 四则运算题目698:  (55 * 5/38) - 49/52 / 79'8/36
699. 四则运算题目699:  87 * (6 / 36) * 32
700. 四则运算题目700:  (42 + 63) / 7'3/8 + 24'13/25
701. 四则运算题目701:  71 + 3/11 / 27/33
702. 四则运算题目702:  (94 - 32'73/78) - 25
703. 四则运算题目703:  1 * 2'10/11
704. 四则运算题目704:  46 / 64/77
705. 四则运算题目705:  98 * 12/44 + 64'49/66
706. 四则运算题目706:  31 / (47'74/76 / 15) / 19/23
707. 四则运算题目707:  22 + 65
708. 四则运算题目708:  48 - 58/81
709. 四则运算题目709:  62 * 36 * 48'10/12
710. 四则运算题目710:  75 - 9/97
711. 四则运算题目711:  84 / 34 + 19'25/79
712. 四则运算题目712:  (67 - 27/33) - 65'14/20
713. 四则运算题目713:  (27 + 66'5/33) * 39/75
714. 四则运算题目714:  23 + 33
715. 四则运算题目715:  55 - 32'64/75
716. 四则运算题目716:  32 * 91
717. 四则运算题目717:  65 * 95
718. 四则运算题目718:  22 + 69
719. 四则运算题目719:  (78 / 87) * 68/85 / 80'25/63
720. 四则运算题目720:  97 / 58'22/27 + 1 + 45'21/52
721. 四则运算题目721:  32 * 44
722. 四则运算题目722:  40 / 69
723. 四则运算题目723:  45 + 7
724. 四则运算题目724:  23 + 12/62 * 75'59/86
725. 四则运算题目725:  66 + 7'41/62 * 57/82
726. 四则运算题目726:  (16 - 43/72) * 20
727. 四则运算题目727:  99 + 17/64 - 41 / 69'37/64
728. 四则运算题目728:  1 + 85'15/50 + 9/62
729. 四则运算题目729:  7 / 5/7 / 96'13/18 * 96'24/43
730. 四则运算题目730:  27 * 13/72 * 82/96
731. 四则运算题目731:  60 * 48'9/20 / 13'24/35
732. 四则运算题目732:  24 / 70 - 4'70/75 / 24
733. 四则运算题目733:  42 / 85 + 76'27/46
734. 四则运算题目734:  (71 * 69) + 49/55
735. 四则运算题目735:  (13 * 42'19/47) - 18'2/16
736. 四则运算题目736:  56 * 84'3/11 - 38'67/70 - 80'24/71
737. 四则运算题目737:  79 + 0 + 6/25
738. 四则运算题目738:  (81 * 56'2/11) + 44
739. 四则运算题目739:  41 * 11/26
740. 四则运算题目740:  91 + 57'8/19
741. 四则运算题目741:  10 / 74/95 / 76/96 / 14'6/18
742. 四则运算题目742:  44 / 71'18/21 * 55
743. 四则运算题目743:  45 + 1'51/94
744. 四则运算题目744:  70 / 15/31
745. 四则运算题目745:  51 / 35/64
746. 四则运算题目746:  84 * 39/67 - 36/37
747. 四则运算题目747:  (65 - 29) - 34
748. 四则运算题目748:  96 + 94 + 47 - 2
749. 四则运算题目749:  25 - (17/27 / 90'16/21) * 16
750. 四则运算题目750:  (46 * 79'91/92) * 38 + 97'12/61
751. 四则运算题目751:  66 - 25 - 15/42
752. 四则运算题目752:  43 + (28/34 / 44/64) - 28'28/47
753. 四则运算题目753:  14 * (5/26 / 4/72) - 39
754. 四则运算题目754:  76 + 29
755. 四则运算题目755:  13 + 50/73 + 86'51/74 - 55'3/12
756. 四则运算题目756:  56 + (40 * 9/16) - 63
757. 四则运算题目757:  (4 + 51'13/28) / 24/44 - 44
758. 四则运算题目758:  7 * 3/7
759. 四则运算题目759:  40 / 34 / 33/56 / 5/82
760. 四则运算题目760:  95 + 5/70
761. 四则运算题目761:  (84 * 62'22/52) - 34 / 10/85
762. 四则运算题目762:  (37 / 67/97) / 10/15 / 81'5/16
763. 四则运算题目763:  1 / 13'2/12 / 21 / 32/38
764. 四则运算题目764:  (16 * 14/39) * 26/33
765. 四则运算题目765:  59 + 15/35 * 43'5/11
766. 四则运算题目766:  42 * 32/59 + 16'34/36
767. 四则运算题目767:  (73 / 51'1/24) * 11/23
768. 四则运算题目768:  9 / 88
769. 四则运算题目769:  28 * 28 * 7'36/96
770. 四则运算题目770:  86 + 20'37/47 * 88'4/13
771. 四则运算题目771:  23 + 29
772. 四则运算题目772:  54 + (8 + 75) - 81'10/14
773. 四则运算题目773:  78 / 31/34 / 93'29/45
774. 四则运算题目774:  (49 + 7/68) * 27/74 / 30/58
775. 四则运算题目775:  18 + 70
776. 四则运算题目776:  57 + 77 - 89'1/8 + 21/24
777. 四则运算题目777:  81 * 34
778. 四则运算题目778:  (20 + 60) + 24'1/4 - 2/30
779. 四则运算题目779:  87 + 37'4/5 + 54
780. 四则运算题目780:  (77 / 7/10) - 48'48/53 + 31'10/12
781. 四则运算题目781:  37 + 20/74 / 38/95
782. 四则运算题目782:  10 + 14'12/54 * 13/23 + 91'42/52
783. 四则运算题目783:  92 * (28 - 18/40) * 92
784. 四则运算题目784:  18 * 7/8
785. 四则运算题目785:  37 + 52'2/4 - 78'24/44
786. 四则运算题目786:  (4 * 4/7) + 30'24/54 * 36
787. 四则运算题目787:  44 - 65 / 67
788. 四则运算题目788:  57 * 92'19/44 + 73'4/25
789. 四则运算题目789:  12 - 8/65
790. 四则运算题目790:  (46 / 90'75/85) * 10
791. 四则运算题目791:  22 / 62'2/7
792. 四则运算题目792:  43 * (2 + 64'2/6) * 42
793. 四则运算题目793:  (36 / 2/3) / 14'51/76 * 6/23
794. 四则运算题目794:  65 - 32/73 / 87'13/24 * 35'47/91
795. 四则运算题目795:  46 + 7 - 56/86 * 1'10/32
796. 四则运算题目796:  (58 - 39/63) * 14'50/73
797. 四则运算题目797:  (37 - 24/47) / 26/50 * 89
798. 四则运算题目798:  99 - 40'45/62
799. 四则运算题目799:  24 + 78
800. 四则运算题目800:  19 - 26/30 / 24
801. 四则运算题目801:  (25 * 40/41) / 2/8 / 27
802. 四则运算题目802:  40 * (49/79 / 7'22/24) + 70
803. 四则运算题目803:  31 + 10/45
804. 四则运算题目804:  67 / (18/81 + 75'55/84) / 1/16
805. 四则运算题目805:  61 / 50'29/91
806. 四则运算题目806:  93 * 62
807. 四则运算题目807:  97 - 72'10/64 / 3
808. 四则运算题目808:  86 / 79'12/28 + 1/24
809. 四则运算题目809:  57 + 34/45 + 54/97 / 48/83
810. 四则运算题目810:  13 / 52/96
811. 四则运算题目811:  73 + 1'25/27
812. 四则运算题目812:  (83 * 14/92) + 51'27/54 / 26/35
813. 四则运算题目813:  2 / 28
814. 四则运算题目814:  70 + 36/70
815. 四则运算题目815:  37 + 48/82
816. 四则运算题目816:  15 / 10'11/55
817. 四则运算题目817:  89 / 43'34/39 / 68
818. 四则运算题目818:  54 * 17
819. 四则运算题目819:  45 / 61
820. 四则运算题目820:  (75 / 4/26) - 46/67
821. 四则运算题目821:  76 / 12'38/89
822. 四则运算题目822:  62 + 66 + 70'37/41 * 20/31
823. 四则运算题目823:  55 * 36/65
824. 四则运算题目824:  (79 * 83'3/14) * 61'47/59
825. 四则运算题目825:  32 - 15/28
826. 四则运算题目826:  25 - 95 / 87
827. 四则运算题目827:  82 / 21/66
828. 四则运算题目828:  (44 / 33/41) + 92 / 8
829. 四则运算题目829:  97 + 13
830. 四则运算题目830:  19 / 2 / 7'6/55
831. 四则运算题目831:  12 - 1/8
832. 四则运算题目832:  57 * 68
833. 四则运算题目833:  40 + 70/95
834. 四则运算题目834:  25 + 96'21/83
835. 四则运算题目835:  52 * (73'12/44 - 59) - 83/95
836. 四则运算题目836:  (12 - 7'9/80) + 83
837. 四则运算题目837:  70 + 57
838. 四则运算题目838:  (45 * 12) * 29'15/52 * 73'41/55
839. 四则运算题目839:  88 + 6'27/47 + 43/54
840. 四则运算题目840:  11 * 39'13/31 / 27/43 + 98'11/38
841. 四则运算题目841:  25 * (39/64 / 99) + 17/77
842. 四则运算题目842:  89 / 6'6/16
843. 四则运算题目843:  22 + 60 / 76
844. 四则运算题目844:  35 - 35
845. 四则运算题目845:  (3 * 53) / 40 + 31
846. 四则运算题目846:  79 + 2'5/75 + 98
847. 四则运算题目847:  2 + 50'1/2
848. 四则运算题目848:  (76 - 5/23) - 83/97 + 95'36/61
849. 四则运算题目849:  63 * 11 - 65 + 9/35
850. 四则运算题目850:  (30 / 23) + 76 * 79'52/86
851. 四则运算题目851:  54 + (91 + 66'1/24) / 16'1/5
852. 四则运算题目852:  69 / 70'10/34 / 77
853. 四则运算题目853:  30 / 54'27/36
854. 四则运算题目854:  (42 + 32) * 71
855. 四则运算题目855:  86 + 39'8/31 / 10/31
856. 四则运算题目856:  78 - 28/66
857. 四则运算题目857:  23 / 68/72
858. 四则运算题目858:  (81 + 41'54/72) + 20 - 1/39
859. 四则运算题目859:  (91 - 89'5/62) / 8/10 + 5/12
860. 四则运算题目860:  (15 * 96'1/3) + 66 - 45
861. 四则运算题目861:  85 - 20/39 * 40'3/80
862. 四则运算题目862:  (21 - 6/56) / 56'9/20
863. 四则运算题目863:  (1 - 37/69) + 6
864. 四则运算题目864:  46 + 36'1/3
865. 四则运算题目865:  22 - 36/58 / 69 / 44'1/47
866. 四则运算题目866:  82 / 23 + 49/66
867. 四则运算题目867:  (77 * 9/23) + 46'18/83 + 74
868. 四则运算题目868:  76 + 7/45
869. 四则运算题目869:  87 + 34/78
870. 四则运算题目870:  43 - 32/85
871. 四则运算题目871:  36 * (18/93 / 74) + 31
872. 四则运算题目872:  (29 * 70'83/85) / 97'1/5 / 83
873. 四则运算题目873:  32 + 29'33/95 * 27/65
874. 四则运算题目874:  81 * 88 + 3/9
875. 四则运算题目875:  69 - 48 / 15
876. 四则运算题目876:  95 + 4 - 95
877. 四则运算题目877:  49 + (5/32 * 57) - 49
878. 四则运算题目878:  67 / (1/57 * 58'14/28) - 4/95
879. 四则运算题目879:  30 - 2'53/89
880. 四则运算题目880:  (88 - 31/72) - 9
881. 四则运算题目881:  (22 * 3/37) * 4/6
882. 四则运算题目882:  21 * 58
883. 四则运算题目883:  (4 * 30'5/23) - 52 / 86
884. 四则运算题目884:  51 * 22'3/10
885. 四则运算题目885:  3 / 7/38
886. 四则运算题目886:  16 * 95'21/48 + 1'17/35
887. 四则运算题目887:  (63 - 15) + 16/55
888. 四则运算题目888:  87 / 90'10/47
889. 四则运算题目889:  40 + 6/20 - 2'4/7
890. 四则运算题目890:  39 / 31'10/23 + 8'1/3 * 51'5/71
891. 四则运算题目891:  21 - 12/14
892. 四则运算题目892:  (35 * 15/39) / 64 + 83
893. 四则运算题目893:  (41 / 2/14) + 39'80/87 / 4/29
894. 四则运算题目894:  15 * 59 + 6/12
895. 四则运算题目895:  61 - 52'81/92
896. 四则运算题目896:  17 * 60 * 6/8
897. 四则运算题目897:  35 + 87'38/62
898. 四则运算题目898:  33 / 22 / 40'17/97
899. 四则运算题目899:  (94 * 26'5/96) / 84'10/16
900. 四则运算题目900:  95 * 83'9/62 / 11/38 * 93'4/7
901. 四则运算题目901:  6 / 61'2/4 * 4
902. 四则运算题目902:  59 - 56
903. 四则运算题目903:  (99 * 13/20) * 68
904. 四则运算题目904:  48 * (93 + 39'31/81) / 45
905. 四则运算题目905:  (59 + 81) + 2/41
906. 四则运算题目906:  (1 / 9/24) * 78'15/21
907. 四则运算题目907:  28 / 74
908. 四则运算题目908:  79 / 67'54/87 - 3/5
909. 四则运算题目909:  42 - 30 * 25/61
910. 四则运算题目910:  (12 * 39) * 35 - 20/62
911. 四则运算题目911:  31 / 3/80
912. 四则运算题目912:  (30 * 43) / 1/75 - 34
913. 四则运算题目913:  (63 - 48/63) / 15'33/49 * 18
914. 四则运算题目914:  2 + 13/45 * 34'2/11
915. 四则运算题目915:  (65 + 2/6) + 2/97
916. 四则运算题目916:  (34 - 33) / 20'27/72
917. 四则运算题目917:  55 * 4/70 * 14/24
918. 四则运算题目918:  (67 + 11'1/2) * 21/24 + 24/70
919. 四则运算题目919:  75 + 99'3/16
920. 四则运算题目920:  65 * 7 + 15/33
921. 四则运算题目921:  (11 / 18'8/12) / 71 * 60'63/97
922. 四则运算题目922:  31 + 31/67 + 3 / 97'1/17
923. 四则运算题目923:  3 * 73/95 + 45'8/70 / 2/6
924. 四则运算题目924:  46 * 3'6/43 + 54 / 7
925. 四则运算题目925:  5 * 65'5/13
926. 四则运算题目926:  24 - 0
927. 四则运算题目927:  5 + 7'2/31
928. 四则运算题目928:  75 / 31'35/72 + 2/5 / 19'62/64
929. 四则运算题目929:  (49 * 4/6) - 78/85 + 17/33
930. 四则运算题目930:  13 / 21 * 58'6/11 * 11/22
931. 四则运算题目931:  64 * 3/6
932. 四则运算题目932:  18 * 68 * 4/8
933. 四则运算题目933:  57 + 56/92 - 33'12/64 - 25/30
934. 四则运算题目934:  92 / 76'27/69 + 60
935. 四则运算题目935:  76 - 14
936. 四则运算题目936:  63 / 99'4/7
937. 四则运算题目937:  16 / 98
938. 四则运算题目938:  92 - (3/5 * 87'57/62) + 11'1/3
939. 四则运算题目939:  (65 / 7/16) + 76
940. 四则运算题目940:  96 * 20'4/35
941. 四则运算题目941:  48 / 62 / 19'21/41 * 13
942. 四则运算题目942:  41 * 2/23 * 32/63
943. 四则运算题目943:  (46 * 86'22/45) / 25
944. 四则运算题目944:  38 / (97'2/76 / 73) * 94'49/65
945. 四则运算题目945:  11 / 79
946. 四则运算题目946:  58 * 66 - 21
947. 四则运算题目947:  16 * (3/44 * 45'15/27) + 18
948. 四则运算题目948:  (71 + 37) - 72
949. 四则运算题目949:  (39 + 81/83) * 95'18/45 + 42'46/79
950. 四则运算题目950:  (61 / 57/72) + 15 / 91
951. 四则运算题目951:  59 + (88 + 3/10) - 54'24/82
952. 四则运算题目952:  (85 + 30/36) + 6 + 1'18/25
