1. 答案1:  36'5/42
1010. 答案1010:  43'10/13
1011. 答案1011:  4'457/2467
1012. 答案1012:  48'27/40
1013. 答案1013:  56'866/4805
1014. 答案1014:  100'31/92
1015. 答案1015:  464
1016. 答案1016:  145'11/76
1017. 答案1017:  24
1018. 答案1018:  3'76/81
1019. 答案1019:  1466'3386/3713
1020. 答案1020:  118'21/86
1021. 答案1021:  2460'8/23
1022. 答案1022:  3320/3589
1023. 答案1023:  2390'52/67
1024. 答案1024:  107
1025. 答案1025:  775/1856
1026. 答案1026:  555'157/165
1027. 答案1027:  95'2522/3717
1028. 答案1028:  3842'438/1073
1029. 答案1029:  68'8/21
1030. 答案1030:  3'8/25
1031. 答案1031:  2210
1032. 答案1032:  15167/56100
1033. 答案1033:  86'6/25
1034. 答案1034:  90'6/13
1035. 答案1035:  10'15/56
1036. 答案1036:  158
1037. 答案1037:  156870
1038. 答案1038:  132'2/59
1039. 答案1039:  2642'1523/2088
1040. 答案1040:  52'4/5
1041. 答案1041:  74'29/80
1042. 答案1042:  499
1043. 答案1043:  1/22
1044. 答案1044:  27'53/228
1045. 答案1045:  60'1/72
1046. 答案1046:  5'11/13
1047. 答案1047:  10'13/114
1048. 答案1048:  80
1049. 答案1049:  6'8/93
1050. 答案1050:  2717'5/13
1051. 答案1051:  47'1/3
1052. 答案1052:  176'3/119
1053. 答案1053:  63'56/295
1054. 答案1054:  1646'751/775
1055. 答案1055:  29'15/23
1056. 答案1056:  400'64/83
1057. 答案1057:  41'4/2475
1058. 答案1058:  200879'10/13
1059. 答案1059:  224'213/488
1060. 答案1060:  8'20/23
1061. 答案1061:  139'241/455
1062. 答案1062:  32'845/924
1063. 答案1063:  75'61/96
1064. 答案1064:  3364'50/59
1065. 答案1065:  7'7/13
1066. 答案1066:  311'61/189
1067. 答案1067:  52'26/49
1068. 答案1068:  3'31/33
1069. 答案1069:  1141'35365/149084
1070. 答案1070:  1'945/1271
1071. 答案1071:  1624/2775
1072. 答案1072:  5187'559/930
1073. 答案1073:  27'12/73
1074. 答案1074:  77'2013/5440
1075. 答案1075:  9424
1076. 答案1076:  104
1077. 答案1077:  13'14/17
1078. 答案1078:  140
1079. 答案1079:  3572
1080. 答案1080:  3'22/25
1081. 答案1081:  19'6/23
1082. 答案1082:  110'8/13
1083. 答案1083:  945/7612
1084. 答案1084:  76'28/31
1085. 答案1085:  2704'526/15203
1086. 答案1086:  8
1087. 答案1087:  947'6694/15925
1088. 答案1088:  1'28876/115583
1089. 答案1089:  608/1675
1090. 答案1090:  90'989/1248
1091. 答案1091:  80'418/2881
1092. 答案1092:  26'339/473
1093. 答案1093:  170'1943/2555
1094. 答案1094:  9126'17/48
1095. 答案1095:  36'61/63
1096. 答案1096:  86'2210/3867
1097. 答案1097:  219960
1098. 答案1098:  98'16/27
1099. 答案1099:  22'29693/138533
1100. 答案1100:  29'34/35
1101. 答案1101:  5644'11/20
1102. 答案1102:  43'13339/49555
1103. 答案1103:  4474'1031/1950
1104. 答案1104:  7'1/23
1105. 答案1105:  4520'15/38
1106. 答案1106:  2977'11/37
1107. 答案1107:  51'31/216
1108. 答案1108:  65'1/3
1109. 答案1109:  88880'451/9125
1110. 答案1110:  1'12451/15504
1111. 答案1111:  20'181/408
1112. 答案1112:  43
1113. 答案1113:  1'23011/32648
1114. 答案1114:  3290
1115. 答案1115:  59'14/15
1116. 答案1116:  1'1021/3347
1117. 答案1117:  1711'4/5
1118. 答案1118:  1'2/3
1119. 答案1119:  0
1120. 答案1120:  16'4633/7254
1121. 答案1121:  56'13/36
1122. 答案1122:  1'23/44
1123. 答案1123:  176'110176/368503
1124. 答案1124:  2058'186/187
1125. 答案1125:  308'465/1088
1126. 答案1126:  46'2/25
1127. 答案1127:  47'12/17
1128. 答案1128:  37'31/88
1129. 答案1129:  210340/2075403
1130. 答案1130:  19'1/2
1131. 答案1131:  156/336377
1132. 答案1132:  891/1214
1133. 答案1133:  2'1316/3813
1134. 答案1134:  94'4/19
1135. 答案1135:  307'41/57
1136. 答案1136:  461'9/16
1137. 答案1137:  1892
1138. 答案1138:  58'53/79
1139. 答案1139:  49'1/9
1140. 答案1140:  77'5/7
1141. 答案1141:  73'11519/18445
1142. 答案1142:  567/53882
1143. 答案1143:  64'11/17
1144. 答案1144:  1'27/31
1145. 答案1145:  78'5/6
1146. 答案1146:  2830'250/551
1147. 答案1147:  1'1369/3799
1148. 答案1148:  147554'22/25
1149. 答案1149:  1'20/61
1150. 答案1150:  92'33/68
1151. 答案1151:  83'569/3135
1152. 答案1152:  253'2/5
1153. 答案1153:  34/41
1154. 答案1154:  94'5/31
1155. 答案1155:  275'19/21
1156. 答案1156:  49'1/2
1157. 答案1157:  17
1158. 答案1158:  95'38/99
1159. 答案1159:  771'13/33
1160. 答案1160:  9'41/105
1161. 答案1161:  3571'51/97
1162. 答案1162:  32'1/5
1163. 答案1163:  2009'9/58
1164. 答案1164:  3916'20/57
1165. 答案1165:  6289'11/56
1166. 答案1166:  71
1167. 答案1167:  8554'12/71
1168. 答案1168:  6197'31/66
1169. 答案1169:  287/345600
1170. 答案1170:  79
1171. 答案1171:  46'23/29
1172. 答案1172:  1710
1173. 答案1173:  5040
1174. 答案1174:  85'13/203
1175. 答案1175:  3'177/226
1176. 答案1176:  25'4124/4675
1177. 答案1177:  1392'26/79
1178. 答案1178:  61'2125/4312
1179. 答案1179:  2'2/5
1180. 答案1180:  113'305/1036
1181. 答案1181:  95'460/937
1182. 答案1182:  2190
1183. 答案1183:  27'1367/2905
1184. 答案1184:  77'9/29
1185. 答案1185:  77
1186. 答案1186:  1742/2385
1187. 答案1187:  71'517/8295
1188. 答案1188:  26'13/17
1189. 答案1189:  32'13/62
1190. 答案1190:  214569/386170
1191. 答案1191:  50'3493/5934
1192. 答案1192:  52'4/5
1193. 答案1193:  7413'3937/5676
1194. 答案1194:  4'11/19
1195. 答案1195:  3291'15/97
1196. 答案1196:  11'7/19
1197. 答案1197:  477520'3/8
1198. 答案1198:  72'11/52
1199. 答案1199:  56
1200. 答案1200:  101'1279/1615
1201. 答案1201:  30'46/93
1202. 答案1202:  1386'1/4
1203. 答案1203:  181/345
1204. 答案1204:  11/47
1205. 答案1205:  229
1206. 答案1206:  81'4/41
1207. 答案1207:  113'3986/4925
1208. 答案1208:  637056/76119983
1209. 答案1209:  236'10/17
1210. 答案1210:  486/515
1211. 答案1211:  24'378/18395
1212. 答案1212:  93'17/22
1213. 答案1213:  1'584853/9044095
1214. 答案1214:  3257'19/27
1215. 答案1215:  30'433/696
1216. 答案1216:  18
1217. 答案1217:  1'2469/6806
1218. 答案1218:  944'8/71
1219. 答案1219:  3388'2/3
1220. 答案1220:  777'436/1725
1221. 答案1221:  80'7/138
1222. 答案1222:  8188'35/576
1223. 答案1223:  2'11/14
1224. 答案1224:  87'425/497
1225. 答案1225:  710'310/663
1226. 答案1226:  416'9464/12463
1227. 答案1227:  1092
1228. 答案1228:  889
1229. 答案1229:  84
1230. 答案1230:  600'59/72
1231. 答案1231:  80'6725/8772
1232. 答案1232:  52'41/83
1233. 答案1233:  32
1234. 答案1234:  67'1817/19344
1235. 答案1235:  12'10/11
1236. 答案1236:  94'1205/1584
1237. 答案1237:  308/375
1238. 答案1238:  1869'161/396
1239. 答案1239:  53'7/22
1240. 答案1240:  38'6/7
1241. 答案1241:  80'1152/1273
1242. 答案1242:  116
1243. 答案1243:  35'21/32
1244. 答案1244:  73'2/7
1245. 答案1245:  137'3/5
1246. 答案1246:  292'5/64
1247. 答案1247:  990
1248. 答案1248:  88'108/115
1249. 答案1249:  1061'97/209
1250. 答案1250:  2'7/13
1251. 答案1251:  1'47/273
1252. 答案1252:  65'33/184
1253. 答案1253:  219'215/2898
1254. 答案1254:  123'5/63
1255. 答案1255:  145
1256. 答案1256:  7/34
1257. 答案1257:  53'22/75
1258. 答案1258:  618'25/29
1259. 答案1259:  30'1/3
1260. 答案1260:  93'3847/4272
1261. 答案1261:  805'19/20
1262. 答案1262:  1626'460/1971
1263. 答案1263:  39'4/11
1264. 答案1264:  14
1265. 答案1265:  1'5/29
1266. 答案1266:  832
1267. 答案1267:  283'439/2449
1268. 答案1268:  22'445/1303
1269. 答案1269:  47'5/73
1270. 答案1270:  686
1271. 答案1271:  203662'82/89
1272. 答案1272:  133'3/4
1273. 答案1273:  41'7/9
1274. 答案1274:  58'3/38
1275. 答案1275:  41/1215
1276. 答案1276:  3172'415/2361
1277. 答案1277:  2095'20/91
1278. 答案1278:  112
1279. 答案1279:  956'22/49
1280. 答案1280:  61'2661/4970
1281. 答案1281:  31'19/31
1282. 答案1282:  18'3/5
1283. 答案1283:  1114'1/11
1284. 答案1284:  59'5/26
1285. 答案1285:  1'18/151
1286. 答案1286:  671'29/90
1287. 答案1287:  65'2386/4779
1288. 答案1288:  748117/790174
1289. 答案1289:  197'7/24
1290. 答案1290:  67/80
1291. 答案1291:  5280
1292. 答案1292:  47'1/21
1293. 答案1293:  36'22/69
1294. 答案1294:  165'104/297
1295. 答案1295:  27'33/41
1296. 答案1296:  6/31
1297. 答案1297:  66
1298. 答案1298:  70'393/406
1299. 答案1299:  16'38/45
1300. 答案1300:  83'33/80
1301. 答案1301:  24'1825/24696
1302. 答案1302:  4557
1303. 答案1303:  95'115/176
1304. 答案1304:  3'6/25
1305. 答案1305:  37'20707/141361
1306. 答案1306:  93'4/5
1307. 答案1307:  52920/132793
1308. 答案1308:  92'75/76
1309. 答案1309:  0
1310. 答案1310:  104'3/10
1311. 答案1311:  752'37/39
1312. 答案1312:  483
1313. 答案1313:  70'19/45
1314. 答案1314:  5'575/1333
1315. 答案1315:  55'1/66
1316. 答案1316:  81'163/306
1317. 答案1317:  8'45/56
1318. 答案1318:  18'964/2951
1319. 答案1319:  897/1304
1320. 答案1320:  39'21/47
1321. 答案1321:  152
1322. 答案1322:  15'1/3
1323. 答案1323:  11'9/31
1324. 答案1324:  230/387
1325. 答案1325:  4'2/7
1326. 答案1326:  185'34/45
1327. 答案1327:  135'1/3
1328. 答案1328:  94'3/11
1329. 答案1329:  58'4331/7425
1330. 答案1330:  82'1607/11830
1331. 答案1331:  86'44/65
1332. 答案1332:  141'71/120
1333. 答案1333:  17'37/138
1334. 答案1334:  74'19/71
1335. 答案1335:  21'59/380
1336. 答案1336:  84'1768/2997
1337. 答案1337:  7147'9/25
1338. 答案1338:  71'24067/30210
1339. 答案1339:  45'800/24679
1340. 答案1340:  2116'3/4
1341. 答案1341:  2106'26/29
1342. 答案1342:  4628'205/228
1343. 答案1343:  3'12/13
1344. 答案1344:  91'1/5
1345. 答案1345:  104'56/95
1346. 答案1346:  98/667
1347. 答案1347:  969/5104
1348. 答案1348:  125'409/469
1349. 答案1349:  1'410/6813
1350. 答案1350:  4655'235/279
1351. 答案1351:  2111'1/5
1352. 答案1352:  38'78/79
1353. 答案1353:  3518'6/31
1354. 答案1354:  109
1355. 答案1355:  39'73/111
1356. 答案1356:  2511'45/47
1357. 答案1357:  247'3/5
1358. 答案1358:  74'5/6
1359. 答案1359:  63'70/117
1360. 答案1360:  20'680/749
1361. 答案1361:  118
1362. 答案1362:  19'15/22
1363. 答案1363:  7'6116/225557
1364. 答案1364:  16'596/1053
1365. 答案1365:  92/135
1366. 答案1366:  3101'631/4128
1367. 答案1367:  16'76/77
1368. 答案1368:  128'1/18
1369. 答案1369:  34'43/44
1370. 答案1370:  75'1/2
1371. 答案1371:  12
1372. 答案1372:  91'1/3
1373. 答案1373:  42
1374. 答案1374:  24'925/961
1375. 答案1375:  286
1376. 答案1376:  174/4033
1377. 答案1377:  45'25/28
1378. 答案1378:  21'39/71
1379. 答案1379:  1'1303/1700
1380. 答案1380:  6307'675/712
1381. 答案1381:  24776'11415/13664
1382. 答案1382:  51'439/552
1383. 答案1383:  792'3/4
1384. 答案1384:  80'1263/3770
1385. 答案1385:  5'253/1248
1386. 答案1386:  2183/4992
1387. 答案1387:  2'598/693
1388. 答案1388:  532/1265
1389. 答案1389:  48
1390. 答案1390:  108'267/8701
1391. 答案1391:  97'4/17
1392. 答案1392:  836'91/232
1393. 答案1393:  14'4/13
1394. 答案1394:  74'1201/2175
1395. 答案1395:  2'463/5280
1396. 答案1396:  8'1/10
1397. 答案1397:  2183'1051/1794
1398. 答案1398:  166'1751/2590
1399. 答案1399:  133/810
1400. 答案1400:  48'8571/12740
1401. 答案1401:  79'9/19
1402. 答案1402:  85'6/19
1403. 答案1403:  96'91/92
1404. 答案1404:  140
1405. 答案1405:  9'30418/31027
1406. 答案1406:  74'22877/27648
1407. 答案1407:  75'2126/2139
1408. 答案1408:  4'31/36
1409. 答案1409:  185'167/247
1410. 答案1410:  12'51/160
1411. 答案1411:  155'5/6
1412. 答案1412:  1085
1413. 答案1413:  67'433/846
1414. 答案1414:  6'51067/165021
1415. 答案1415:  90'3/16
1416. 答案1416:  21/52
1417. 答案1417:  2616'365/741
1418. 答案1418:  69'11/16
1419. 答案1419:  475/1044
1420. 答案1420:  20'4/27
1421. 答案1421:  7'1/7
1422. 答案1422:  1'23/53
1423. 答案1423:  513'3649/4800
1424. 答案1424:  8'41/78
1425. 答案1425:  10'7/8
1426. 答案1426:  27'3013/3168
1427. 答案1427:  11698'7/80
1428. 答案1428:  1'767/4049
1429. 答案1429:  115'956/1219
1430. 答案1430:  35'63/97
1431. 答案1431:  115'1656/183595
1432. 答案1432:  1'67/125
1433. 答案1433:  2320'1651/3256
1434. 答案1434:  78'9/38
1435. 答案1435:  43'25/53
1436. 答案1436:  97'31/43
1437. 答案1437:  472/1065
1438. 答案1438:  23'2/5
1439. 答案1439:  101
1440. 答案1440:  3301'371/585
1441. 答案1441:  38
1442. 答案1442:  1316'3853/4284
1443. 答案1443:  189'41854/106575
1444. 答案1444:  20
1445. 答案1445:  531'28/33
1446. 答案1446:  19575
1447. 答案1447:  64'71/90
1448. 答案1448:  55'7/12
1449. 答案1449:  12'157/279
1450. 答案1450:  108'18/37
1451. 答案1451:  153'297/2009
1452. 答案1452:  2507'1/7
1453. 答案1453:  2987'1799/14268
1454. 答案1454:  68'1/9
1455. 答案1455:  26
1456. 答案1456:  227'1/3
1457. 答案1457:  2/67
1458. 答案1458:  6
1459. 答案1459:  264
1460. 答案1460:  1'615/1649
1461. 答案1461:  77/180
1462. 答案1462:  46
1463. 答案1463:  131'6/37
1464. 答案1464:  120'33/70
1465. 答案1465:  2112/9131
1466. 答案1466:  64
1467. 答案1467:  34'1/20
1468. 答案1468:  83'31/91
1469. 答案1469:  115'5/71
1470. 答案1470:  70
1471. 答案1471:  55'15/31
1472. 答案1472:  12/5687
1473. 答案1473:  475'56/71
1474. 答案1474:  38'1/2
1475. 答案1475:  7'1421/4420
1476. 答案1476:  11137'21/338
1477. 答案1477:  8'13/24
1478. 答案1478:  145
1479. 答案1479:  24'791/901
1480. 答案1480:  240'116/165
1481. 答案1481:  8633'4/7
1482. 答案1482:  51'4193/8632
1483. 答案1483:  33'4/5
1484. 答案1484:  130
1485. 答案1485:  1'2/5
1486. 答案1486:  5/11
1487. 答案1487:  81003/254087
1488. 答案1488:  15'6341/7268
1489. 答案1489:  14
1490. 答案1490:  29
1491. 答案1491:  98'4691/5612
1492. 答案1492:  217'291/481
1493. 答案1493:  61'82/91
1494. 答案1494:  5599'1/3
1495. 答案1495:  84'7/13
1496. 答案1496:  44'3596/6881
1497. 答案1497:  99'415/464
1498. 答案1498:  52
1499. 答案1499:  33'16/83
1500. 答案1500:  29'12/89
1501. 答案1501:  16008/116503
1502. 答案1502:  19'1/21
1503. 答案1503:  621
1504. 答案1504:  120'1207/1248
1505. 答案1505:  31'3/26
1506. 答案1506:  2925/6098
1507. 答案1507:  99'7501/12222
1508. 答案1508:  505'3/7
1509. 答案1509:  2'3/11
1510. 答案1510:  168
1511. 答案1511:  99'35/52
1512. 答案1512:  850'21/37
1513. 答案1513:  94'4/7
1514. 答案1514:  12'1/2
1515. 答案1515:  44/95
1516. 答案1516:  1195'32/35
1517. 答案1517:  158'14/25
1518. 答案1518:  84'1/8
1519. 答案1519:  1051'5/312
1520. 答案1520:  50'2428/4807
1521. 答案1521:  2'11/17
1522. 答案1522:  1'23/41
1523. 答案1523:  4'48/505
1524. 答案1524:  2604'41/59
1525. 答案1525:  78'82/83
1526. 答案1526:  57/3739
1527. 答案1527:  9'41/308
1528. 答案1528:  127'1/19
1529. 答案1529:  90'379/391
1530. 答案1530:  73'13/41
1531. 答案1531:  333'3357/3721
1532. 答案1532:  63
1533. 答案1533:  8'10/53
1534. 答案1534:  87'6/17
1535. 答案1535:  15'1/3
1536. 答案1536:  11'346/663
1537. 答案1537:  166/379
1538. 答案1538:  2'26/259
1539. 答案1539:  4922/7125
1540. 答案1540:  16'134101/234178
1541. 答案1541:  9544
1542. 答案1542:  54945/117448
1543. 答案1543:  19'19/20
1544. 答案1544:  1718'2/11
1545. 答案1545:  3648
1546. 答案1546:  19'53/175
1547. 答案1547:  32'5/8
1548. 答案1548:  61'3163/5022
1549. 答案1549:  277'40153/116219
1550. 答案1550:  24'47/68
1551. 答案1551:  44'587/819
1552. 答案1552:  240'5/6
1553. 答案1553:  61'289/870
1554. 答案1554:  6'70/3079
1555. 答案1555:  1'22/39
1556. 答案1556:  73'576/2275
1557. 答案1557:  53/420
1558. 答案1558:  56'18/47
1559. 答案1559:  5452/333715
1560. 答案1560:  152'30/71
1561. 答案1561:  5'1697/2232
1562. 答案1562:  76'74/645
1563. 答案1563:  4061'43/66
1564. 答案1564:  26'1/3
1565. 答案1565:  866'4/11
1566. 答案1566:  92
1567. 答案1567:  1697'401/517
1568. 答案1568:  246'8/15
1569. 答案1569:  82'3/4
1570. 答案1570:  69'2/51
1571. 答案1571:  16'21/25
1572. 答案1572:  168'33/82
1573. 答案1573:  39/184
1574. 答案1574:  168'373/784
1575. 答案1575:  55'27/35
1576. 答案1576:  540'24/95
1577. 答案1577:  376'149/637
1578. 答案1578:  30'64/139
1579. 答案1579:  160'8/11
1580. 答案1580:  7254'18/47
1581. 答案1581:  3'71/114
1582. 答案1582:  36
1583. 答案1583:  1004'321260/1427989
1584. 答案1584:  1721'1/4
1585. 答案1585:  312'16/17
1586. 答案1586:  172'25/33
1587. 答案1587:  768
1588. 答案1588:  19'41/93
1589. 答案1589:  152'3/5
1590. 答案1590:  148'3/8
1591. 答案1591:  198/901
1592. 答案1592:  3481'57/340
1593. 答案1593:  34'16/23
1594. 答案1594:  58'4/43
1595. 答案1595:  460'44/623
1596. 答案1596:  118'1181/8816
1597. 答案1597:  128'1/24
1598. 答案1598:  8'19119/57350
1599. 答案1599:  54'5401/9114
1600. 答案1600:  377/487
1601. 答案1601:  96051'15/37
1602. 答案1602:  1'41/375
1603. 答案1603:  1'63803/348777
1604. 答案1604:  160'625/899
1605. 答案1605:  100
1606. 答案1606:  86'14/23
1607. 答案1607:  3'14/17
1608. 答案1608:  12'111964/248691
1609. 答案1609:  64'1/42
1610. 答案1610:  14899/41958
1611. 答案1611:  163'59/616
1612. 答案1612:  140
1613. 答案1613:  1'485/1672
1614. 答案1614:  49'26/675
1615. 答案1615:  16'29/38
1616. 答案1616:  177'4/5
1617. 答案1617:  10'4/11
1618. 答案1618:  23'18/29
1619. 答案1619:  49'25/44
1620. 答案1620:  46'159/496
1621. 答案1621:  1'7093/8028
1622. 答案1622:  80'35/36
1623. 答案1623:  38'153/5390
1624. 答案1624:  63'6/95
1625. 答案1625:  483'17/83
1626. 答案1626:  45
1627. 答案1627:  4
1628. 答案1628:  23'10909/37770
1629. 答案1629:  4438'1/2
1630. 答案1630:  65'19/924
1631. 答案1631:  25'1/3
1632. 答案1632:  187'26/31
1633. 答案1633:  1739
1634. 答案1634:  97
1635. 答案1635:  15153'3/5
1636. 答案1636:  1'214/14911
1637. 答案1637:  20
1638. 答案1638:  1881'11/16
1639. 答案1639:  816'6/19
1640. 答案1640:  4905'14/45
1641. 答案1641:  32
1642. 答案1642:  2101/4012
1643. 答案1643:  68'3076/6499
1644. 答案1644:  24'181/602
1645. 答案1645:  0
1646. 答案1646:  37'14/43
1647. 答案1647:  1'19/47
1648. 答案1648:  57'57380/112761
1649. 答案1649:  2038'1635/1729
1650. 答案1650:  96'2640/22477
1651. 答案1651:  6'9/136
1652. 答案1652:  15'19/22
1653. 答案1653:  3015'313/987
1654. 答案1654:  91'23/50
1655. 答案1655:  86'13/14
1656. 答案1656:  3709'11/70
1657. 答案1657:  3570/3839
1658. 答案1658:  119'28/51
1659. 答案1659:  137'10567/11484
1660. 答案1660:  91'16/23
1661. 答案1661:  3
1662. 答案1662:  60'12/17
